"","Chrm3","Cdk6","Il1rapl2","Gda","Trpc6","Cd34","Plcl1","Rora","Mecom","Rnf220","Dock10","Sult1a1","Magi2","Dlg2","H2afy","Slco3a1","Tox","Itsn1","Txnip","Plxdc2","Flt3","Slc22a3","Pbx1","Mmrn1","2610307P16Rik","Maml3","Ptpre","Eya4","Mdga1","Prkg1","Mllt3","Arhgap15","Sox4","Tespa1","Med12l","Satb1","Pitpnc1","Clnk","Exoc6b","Mpl","Fam117a","Alcam","St3gal1","Vav3","Pan3","Top2a","Sgms1","Tbxas1","Rad51b","Stmn1","Dnmt1","Ncam2","Abcg3","Prdm16","C530008M17Rik","Airn","Tgm2","Plac8","Samd12","Nbea","Vwf","Hacd4","Pdgfd","Cavin2","Mpo","Atp8b4","Grb10","Sell","Plxnc1","Lhcgr","9530026P05Rik","Myof","Kcnb2","Slc9a9","BC035044","Hdac9","Pdzk1ip1","Csgalnact1","Cacnb2","Car2","Cysltr2","Apoe","Tgfbr3","Neat1","Irf2bp2","Nfia","Parp8","Cmtm7","Plscr4","Pard3b","Dst","Adgrg3","Tmsb10","Prkn","Dennd4a","Hlf","Ifitm1","Clec2d","Ikzf2","Oxr1","Meis1","Pcdh7","Slc18a2","Dach1"
"Dock10",0,0,0,0,-0.496259351620948,0,0,0,-0.783042394014963,0,0,0,0,0,0,0,0,-0.880299251870324,-0.850374064837905,0,0,0.586034912718205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785536159600998,0,0,0,-0.643391521197007,0.331670822942643,-0.057356608478803,0,0.613466334164589,0.301745635910224,0,0,0,0.750623441396509,0,0.0897755610972569,0,0,0,0,0,0,0.790523690773067,0,0,0,0,0,0,0.905236907730673,0.139650872817955,0,0.937655860349127,0,0,0,0,0,0.683291770573566,0.618453865336658,0,-0.755610972568579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sult1a1",0.927680798004987,0,0.314214463840399,0,0,0,0.957605985037406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0723192019950125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331670822942643,0,0,0,0,0,0.471321695760599,0.640897755610973,0,0,0,0,0,0,0.640897755610973,0.586034912718205,0.43142144638404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14713216957606,0,0,0,0,0,0
"Magi2",0,0,0,0.917705735660848,0.201995012468828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688279301745636,0,0,0,0,0,0,0,0,0,0,0.832917705735661,0,0,0,0.623441396508728,-0.471321695760599,0,0,0,0,0,0,0,0,0,0,0.880299251870324,0,0,-0.72568578553616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dlg2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.830423940149626,0,0,0.493765586034913,0,0,-0.591022443890274,0,0,0,0,0,0,0,0,0,0,-0.728179551122195,0,0,-0.655860349127182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411471321695761,0,0,0,0,0,0,0.942643391521197,0,0,0,0,0,0.229426433915212,0.805486284289277,0,0,0,0,0,0,-0.805486284289277,0,0,0,0,0,0,-0.406483790523691,0,0,0,0,0,0,0,0,0,0,0,0
"H2afy",0,0,0,-0.114713216957606,-0.665835411471322,0,0,0,-0.503740648379052,0.723192019950125,0,0,0,0,0,0,0,0,0,-0.0748129675810474,0,0,0,0,0,0,0,0,0,-0.690773067331671,0,0,0.718204488778055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43640897755611,0,0,0,-0.955112219451372,0,0,0,0,0,0.788029925187032,0,-0.112219451371571,-0.341645885286783,0,0,0,0.0822942643391521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slco3a1",0,0.154613466334165,0,0,0,0,0,0,-0.306733167082294,0.423940149625935,0,0,0,0,0.391521197007481,0,-0.027431421446384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201995012468828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917705735660848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536159600997506,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.309226932668329,0,0,0,-0.937655860349127,0,0,0,0,0,0,0,0,0,0,0,-0.850374064837905,0,0,0,0,0,0,0,0
"Tox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354114713216958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.394014962593516,0,0,0,0,0,0,0,0,0,0.0623441396508728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531172069825436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itsn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945137157107232,0,0,0,0,0,0.0897755610972569,0,0,0,0,0.880299251870324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.770573566084788,0,0,0,0,0,0,0,0,0,0,0,0.246882793017456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169576059850374,0.29426433915212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905236907730673,0,0,0,0
"Txnip",0,-0.331670822942643,0,0,0,0,0,0,0,0,-0.483790523690773,0,-0.411471321695761,0,0,-0.588528678304239,0,0,0,0,0,-0.446384039900249,0,0,0,0,0,0,0,0,0,-0.229426433915212,0,0,0.86783042394015,0,0,0,0,0,0,0,0,-0.892768079800499,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261845386533666,0,0,0,0,0,0,-0.483790523690773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937655860349127,0,0,0,0,0,0,0,0,0,0,0.832917705735661,0.496259351620948,0,0,0,0,0,0,0,0
"Plxdc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027431421446384,0,0,0,0,0,0,0,0,0,0,0.598503740648379,0,0,0,0,0,0,0.403990024937656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703241895261845,0,0,0.800498753117207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635910224438903,0,0,0,0.770573566084788,0,0,0,0,0,0,0,0,0,-0.0349127182044888,0,0,0,0,0,0,0,0,0,0,0
"Flt3",0,0,0,0,0,0,0,0,0,0,0.730673316708229,-0.688279301745636,0,0,0.877805486284289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.890274314214464,0,0,0,0,0,0.86783042394015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.588528678304239,0,0,0,0.0324189526184539,-0.451371571072319,0,0,0,0,0,0,0.334164588528678,-0.960099750623441,0,0,-0.865336658354115,0,0,0,0,0,0,-0.755610972568579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.231920199501247,0,0,0,-0.708229426433915,-0.438902743142145,0,0,-0.498753117206983
"Slc22a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850374064837905,0,0,-0.00997506234413965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.231920199501247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324189526184539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pbx1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.605985037406484,0,0,0,0,0,0,0,0.673316708229426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112219451371571,0,0,0,0,0,0,0,0,0,0,0.129675810473815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mmrn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.551122194513716,0,0,0,-0.556109725685786,0,0,0,0,0,0,-0.623441396508728,0,0,0,0,0,0,0,0,-0.0872817955112219,0,0,0.922693266832918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665835411471322,0,-0.0897755610972569,0,0,0,0,0,0,0,0,0,0,0,0.029925187032419,0,0,0,0,0,0,0,-0.72568578553616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2610307P16Rik",0,0,0,0,0,0,0,-0.109725685785536,0,0,0,0,0.129675810473815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778054862842893,0,0,-0.608478802992519,-0.488778054862843,0,0,0,0,0,0,0,0,-0.673316708229426,0,0,0,0,0,0,0,0,0,-0.588528678304239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maml3",-0.381546134663342,0,0,0,0,0.463840399002494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28927680798005,0,0,0,0,0,0,0,0,-0.341645885286783,0,0,0,0,0,0,0,0,0,0,0.172069825436409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369077306733167,0,0,0,0,0,0,0,0,0,-0.553615960099751,0,0,0,0,0,0,0,0,0
"Ptpre",0,0,0,0,0,0,-0.551122194513716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224438902743142,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.428927680798005,0,0,0,0,0,0,0,0,0,0,0,-0.174563591022444,0,0,0,0,0,-0.615960099750623,0,0,0,0,0,-0.723192019950125,0,0,0,0,0,0,0,0,-0.773067331670823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eya4",0,0,0,0,0,0,0,0.321695760598504,0,0,0,0,0,0.905236907730673,0,0,0,0.655860349127182,0,0.546134663341646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244389027431421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960099750623441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70074812967581,0,0,0,0,0,0,0.86783042394015,0,0,0,0,0,0,0.399002493765586,0,0,0,0,0,0
"Mdga1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.640897755610973,0,0,0,0,0,0,0,0,0,0,0,0.778054862842893,0,0,0,0,0,0,0,-0.159600997506234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prkg1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194513715710723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605985037406484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473815461346633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mllt3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249376558603491,0,0,0,0,0,0,0,0,0,-0.249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.640897755610973,0,0,0,0,0,0,0,-0.488778054862843,0,0,0,0,0
"Arhgap15",0,0,0,0,0,0,0,0,0,0,0,-0.254364089775561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0623441396508728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029925187032419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sox4",-0.229426433915212,0,-0.85286783042394,0,0,0,0,0,0,0,0,0,0,-0.244389027431421,0,0,0,0,0,0,0,0,0,0,0,0,0.770573566084788,0,0,-0.029925187032419,0,0,0,0,0,0,0.15211970074813,0,0,0,0,0,0,0,0,0,0,0,-0.0349127182044888,0,0,0,0,0,0,0,0,0,-0.640897755610973,0,-0.389027431421446,0,0,0,0,0,0,0.1571072319202,0,0,0,0,0,0,0,0,0,0,-0.102244389027431,0,0,0,0,0,0,-0.548628428927681,0,0.800498753117207,0,-0.251870324189526,0,0.86783042394015,0,0,0,0,0,0,0,0,0,0,0,0
"Tespa1",0,0,0,0,0,0,0,0,0,0.0423940149625935,0.483790523690773,0,0,0,0,0,0,0,0,0,0,0.738154613466334,0,0,0,0,0,0,0,0,0,0.516209476309227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.890274314214464,0,0,0,0,0,0,0,0,0,-0.259351620947631,0,0,0,0,-0.603491271820449,0,0,0,0.28428927680798,0,0,0,0,0,0,0,0,0,0,0
"Med12l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.451371571072319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Satb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.498753117206983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.72069825436409,0,0,0,0,0,0,0,0,0,0,0,0,0.635910224438903,0,0,0,0,0,0,0,0,0,0,0
"Pitpnc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107231920199501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897755610972569,0,0,0,0,0,0,0,0,0,0,0,0,-0.199501246882793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42643391521197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clnk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386533665835411,0,0,-0.0548628428927681,0,0,0,0,0,0,0,0,0.149625935162095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.633416458852868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Exoc6b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221945137157107,0,0,0,0,-0.127182044887781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346633416458853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349127182044888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mpl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.610972568578554,0,0,0,0,-0.264339152119701,0,0,0,0,0,0.127182044887781,0,0,0,0,0,0,0.491271820448878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam117a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192019950124688,0,0,0,0,0,0,0,0,0,0,0,0,0.0748129675810474,0,0,0,0.261845386533666,0,0,0,0,0,0,0,0,0,0,0.234413965087282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643391521197007,0,0,0,-0.214463840399002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0698254364089776,0,0,0,0,0,0,0,0,0,0.169576059850374,0,0,0,0,0
"Alcam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623441396508728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"St3gal1",0,0,0,0,0,-0.197007481296758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.476309226932668,0,0,0,0,0,0,0,0,0,0,0,0.027431421446384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451371571072319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.635910224438903,0,0,0,0,0,0,0,0,0,0,0
"Vav3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.571072319201995,0,0,0,0,0,0.221945137157107,0,0,0,0,0,0,0,0,0,0,0,0,-0.643391521197007,0,0,-0.0623441396508728,0,-0.301745635910224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pan3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00997506234413965,0,0,0,0,0,0,0,0,0,0,-0.0723192019950125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.316708229426434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Top2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364089775561097,0.511221945137157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0822942643391521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805486284289277,0,0,0,0,0,0,0.850374064837905,0,0,0,0,0,0,0,0,0,0
"Sgms1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351620947630923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623441396508728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
